month,depth,temperature,salinity,density,oxygen
Feb,300,18.3051990338164,36.5607487922705,26.4085876457828,201.864135265701
Feb,310,18.2552405797101,36.5556183574879,26.4176489859161,201.508125603865
Feb,320,18.2032357487923,36.5498328502415,26.4266911125286,201.043420289855
Feb,330,18.1486560386473,36.5431671497585,26.4356690430246,200.69529468599
Feb,340,18.0955623188406,36.5363497584541,26.4441209320082,200.375690821256
Feb,350,18.0425729468599,36.5291507246377,26.4522222528001,200.016096618358
Feb,360,17.9868347826087,36.5213053140097,26.4604771552585,199.564579710145
Feb,370,17.9284811594203,36.5127391304348,26.4687943162613,198.955893719807
Feb,380,17.8634293075684,36.5025602254428,26.4775060397922,198.254054750403
Feb,390,17.7926299516908,36.4909207729469,26.4864561420178,197.417314009662
Feb,400,17.718452173913,36.4784057971015,26.4954858331456,196.537130434783
Feb,410,17.6382579710145,36.4645951690821,26.5049211030948,195.608
Feb,420,17.5511371980676,36.4491053140097,26.5147033991437,194.608289855072
Feb,430,17.4575314009662,36.4323516908213,26.5250048370258,193.551275362319
Feb,440,17.3539980676329,36.4136927536232,26.5361621791692,192.339072463768
Feb,450,17.2417140096618,36.3933574879227,26.5480167642386,191.077130434783
Feb,460,17.1205555555556,36.3712618357488,26.5605077163882,189.757381642512
Feb,470,16.9939536231884,36.3483487922705,26.5735137949489,188.495758454106
Feb,480,16.8516500805153,36.32287568438,26.5881214164772,187.253297906602
Feb,490,16.7042850241546,36.2966222222222,26.6031313874235,186.153304347826
Feb,500,16.5696207729469,36.2725703703704,26.6165828520282,185.227381642512
Feb,510,16.3791397590361,36.2359108433735,26.6333367234791,183.930722891566
Feb,520,16.2367316455696,36.2099417721519,26.6466879929148,182.793063291139
Feb,530,16.0765417721519,36.1816607594937,26.6621873828827,181.561924050633
Feb,540,15.9012379746835,36.1508405063291,26.6789693239631,180.397974683544
Feb,550,15.7201544303797,36.1193164556962,26.6961622189396,179.405139240506
Feb,560,15.5407670886076,36.0883012658228,26.7130474773587,178.532886075949
Feb,570,15.3528810126582,36.0561291139241,26.7306532245453,177.598632911392
Feb,580,15.1540379746835,36.0225316455696,26.7492136692831,176.621291139241
Feb,590,14.9567696202532,35.9895594936709,26.7675161653686,175.365113924051
Feb,600,14.7477641350211,35.9550371308017,26.7867872867196,173.968767932489
Feb,610,14.538635443038,35.9210101265823,26.8061299834186,172.576936708861
Feb,620,14.3369620253165,35.8887341772152,26.824767168554,171.170025316456
Feb,630,14.1245063291139,35.8550759493671,26.8441935012008,169.581873417722
Feb,640,13.9058025316456,35.8205924050633,26.8637605408576,167.859518987342
Feb,650,13.6956607594937,35.7883215189873,26.8828135769612,166.180405063291
Feb,660,13.4729164556962,35.7545291139241,26.9027721756967,164.393898734177
Feb,670,13.2453873417722,35.7205265822785,26.9230746492874,162.634860759494
Feb,680,13.0250616033755,35.6883831223629,26.9428787900164,161.108025316456
Feb,690,12.791764556962,35.6547670886076,26.9636112252852,159.405696202532
Feb,700,12.5431259493671,35.619608649789,26.9855089661675,157.682632911392
Feb,710,12.2865743589744,35.5841666666667,27.0081152810677,156.198461538462
Feb,720,12.0483564102564,35.5516871794872,27.0288771844756,154.575461538462
Feb,730,11.8045820512821,35.5192564102564,27.0500972680403,153.136769230769
Feb,740,11.5689487179487,35.4893615384615,27.0711149929707,152.087897435897
Feb,750,11.3314692307692,35.4600384615385,27.0924603951605,151.566564102564
Feb,760,11.1067794871795,35.4331307692308,27.1126880667364,151.083846153846
Feb,770,10.8711794871795,35.405317948718,27.1336702436796,150.453666666667
Feb,780,10.613044017094,35.3750884615385,27.1562059562577,149.875683760684
Feb,790,10.3629871794872,35.3476179487179,27.1787764504542,149.933794871795
Feb,800,10.1414205128205,35.3242692307692,27.1990082607732,150.285461538462
Feb,810,9.91364615384615,35.3013820512821,27.2202560083702,150.833871794872
Feb,820,9.695,35.2803641025641,27.2408253881929,151.591256410256
Feb,830,9.4884641025641,35.2610230769231,27.2601988454065,152.350615384615
Feb,840,9.28467435897436,35.2439717948718,27.28038203003,153.78241025641
Feb,850,9.09449230769231,35.2294384615385,27.299943833556,155.542564102564
Feb,860,8.91006153846154,35.2159333333333,27.3190578454213,157.404282051282
Feb,870,8.72784102564103,35.2030461538462,27.33796946477,159.284230769231
Feb,880,8.54333547008547,35.1910239316239,27.3574802797551,161.449645299145
Feb,890,8.35563076923077,35.1795769230769,27.3776020393697,163.844794871795
Feb,900,8.18361025641026,35.1697128205128,27.3961431444374,166.153025641026
Feb,910,8.01881538461539,35.1612846153846,27.4144368751696,168.652794871795
Feb,920,7.85405897435897,35.1526641025641,27.4322611636442,171.308692307692
Feb,930,7.69761794871795,35.1460512820513,27.4501288516182,173.928743589744
Feb,940,7.55467435897436,35.1403282051282,27.4664479192469,176.625948717949
Feb,950,7.41251282051282,35.1350128205128,27.4827425361915,179.409615384615
Feb,960,7.27086666666667,35.1294623931624,27.498622824699,182.109833333333
Feb,970,7.13846153846154,35.1257102564103,27.5143734620792,184.86158974359
Feb,980,7.02009487179487,35.1223974358974,27.5283868306907,187.252512820513
Feb,990,6.89484871794872,35.1183076923077,27.5425929564025,190.041743589744
Feb,1000,6.77692222222222,35.1143591880342,27.5557094429511,192.776782051282
Feb,1010,6.65148529411765,35.1112852941177,27.5703765089895,195.968
Feb,1020,6.53559090909091,35.1076515151515,27.5830759458325,198.37703030303
Feb,1030,6.43817272727273,35.1048696969697,27.5938440850259,200.807818181818
Feb,1040,6.33941565656566,35.1018207070707,27.6044990299436,203.409707070707
Feb,1050,6.24901818181818,35.0991848484849,27.6142633969515,205.902757575758
Feb,1060,6.16576060606061,35.0968303030303,27.6232247612548,208.100272727273
Feb,1070,6.08238181818182,35.093996969697,27.6317797096257,210.225484848485
Feb,1080,6.00293333333333,35.0909848484849,27.6396080836462,212.275303030303
Feb,1090,5.93189393939394,35.0890333333333,27.647150570772,214.269696969697
Feb,1100,5.86803636363636,35.0873333333333,27.6539148255864,216.049484848485
Feb,1110,5.80489696969697,35.0854363636364,27.6603966529771,217.912818181818
Feb,1120,5.7399303030303,35.0835863636364,27.6670997314324,219.815065656566
Feb,1130,5.68058434343434,35.0813570707071,27.6727722061426,221.482353535354
Feb,1140,5.62441212121212,35.0791,27.6779867693848,223.025727272727
Feb,1150,5.57545151515152,35.077396969697,27.6827195493059,224.402272727273
Feb,1160,5.52101515151515,35.0753575757576,27.6878178308921,225.90103030303
Feb,1170,5.47148484848485,35.0738939393939,27.6927321300971,227.368090909091
Feb,1180,5.42499393939394,35.072096969697,27.696986259329,228.788212121212
Feb,1190,5.37636666666667,35.0695939393939,27.7009226308861,230.169984848485
Feb,1200,5.33821313131313,35.0683446969697,27.704563185371,231.293333333333
Feb,1210,5.3008,35.0690709677419,27.7096303128595,230.866533333333
Feb,1220,5.25621290322581,35.0669032258065,27.7132902225052,232.1178
Feb,1230,5.22052903225807,35.0663225806452,27.717130771751,233.375866666667
Feb,1240,5.19041935483871,35.0663032258065,27.7207583795758,234.280533333333
Feb,1250,5.14681290322581,35.0633612903226,27.7236365356339,235.401066666667
Feb,1260,5.11048387096774,35.0616258064516,27.7265909071475,236.279733333333
Feb,1270,5.07017419354839,35.0590193548387,27.7292712300646,237.179066666667
Feb,1280,5.03203010752688,35.0571978494624,27.7323031738356,238.146922222222
Feb,1290,4.99510967741936,35.0552193548387,27.7350503202817,239.117866666667
Feb,1300,4.95957258064516,35.0526935483871,27.737207392874,240.00975
Feb,1310,4.92893333333333,35.0504733333333,27.7390475325262,241.034827586207
Feb,1320,4.88659333333333,35.0466466666667,27.7409085178684,241.959448275862
Feb,1330,4.84817333333333,35.0436266666667,27.7429563108324,242.872413793103
Feb,1340,4.81465333333333,35.0414266666667,27.7450868452296,243.605379310345
Feb,1350,4.78426666666667,35.0391333333333,27.7467779656569,244.280896551724
Feb,1360,4.75003444444444,35.0364555555556,27.748598058892,245.115804597701
Feb,1370,4.71631333333333,35.0338533333333,27.7503997661487,245.866344827586
Feb,1380,4.68806,35.03188,27.7520686002943,246.532482758621
Feb,1390,4.66456666666667,35.0304866666667,27.753656887469,247.124620689655
Feb,1400,4.63703666666667,35.0285516666667,27.7552418254401,247.612482758621
Feb,1410,4.62806428571429,35.0284642857143,27.7562608791915,247.664
Feb,1420,4.6037380952381,35.0269428571429,27.7578423084201,248.186135802469
Feb,1430,4.57597142857143,35.0251071428571,27.7595531270823,248.758086419753
Feb,1440,4.54520476190476,35.0226285714286,27.7610615661901,249.382691358025
Feb,1450,4.51986428571429,35.0207285714286,27.7624231104275,249.939185185185
Feb,1460,4.49675714285714,35.0189285714286,27.7636090991469,250.411037037037
Feb,1470,4.47002142857143,35.0166214285714,27.7647744825388,250.964814814815
Feb,1480,4.44509285714286,35.0147214285714,27.7660585300041,251.434222222222
Feb,1490,4.41849285714286,35.0123214285714,27.7671130513847,251.856222222222
Feb,1500,4.40388095238095,35.0115119047619,27.7681200809158,252.182839506173
Mar,0,20.0899952380952,36.6869855072464,26.0284962200813,224.560869565217
Mar,10,19.8504655006859,36.6694167355372,26.0788121136773,224.953025143678
Mar,20,19.8193180327869,36.6714592592593,26.0891703793183,225.089090128755
Mar,30,19.7952549180328,36.6719308641975,26.0964213016568,225.079307692308
Mar,40,19.7676270491803,36.6709201646091,26.1034951086667,224.902538461538
Mar,50,19.7347,36.6690625514403,26.1112957750227,224.4616
Mar,60,19.6961139344262,36.6666502057613,26.1201484907859,223.978621276596
Mar,70,19.6625172131148,36.6647975308642,26.1280976782913,223.508195744681
Mar,80,19.6273065573771,36.6622518518519,26.135963165807,223.096331914894
Mar,90,19.5878827868852,36.6587226337449,26.1440740821819,222.744510638298
Mar,100,19.5509024590164,36.6554320987654,26.1514794347081,222.197719148936
Mar,110,19.5075024590164,36.6516641975309,26.1604937888586,221.553361702128
Mar,120,19.4637737704918,36.6482732510288,26.1696543090475,220.732621276596
Mar,130,19.4238950819672,36.6455399176955,26.1782207158732,219.889234042553
Mar,140,19.3818222677596,36.6433024691358,26.1877173880581,218.831834042553
Mar,150,19.3315926229508,36.6403325102881,26.1989632466166,217.528068085106
Mar,160,19.2794163934426,36.6365465020576,26.2100375625561,216.287370212766
Mar,170,19.2140426229508,36.6318074074074,26.2237918557701,214.623931914894
Mar,180,19.1310319672131,36.6264436213992,26.2416027834163,212.422306382979
Mar,190,19.0263450819672,36.6193234567901,26.2637000086724,210.291446808511
Mar,200,18.9142606557377,36.6106855967078,26.2864502271437,208.459063829787
Mar,210,18.8165155737705,36.6028823045268,26.3060176783022,207.437863829787
Mar,220,18.7389975409836,36.5964864197531,26.3214163025985,206.888357446809
Mar,230,18.6638131147541,36.5894032921811,26.3356661106416,206.220042553191
Mar,240,18.5899032786885,36.5823818930041,26.3496325167612,205.53309787234
Mar,250,18.5193778688525,36.5756041152263,26.3628270605959,204.730714893617
Mar,260,18.4507448087432,36.569124005487,26.3757569144253,203.848963120567
Mar,270,18.3853729508197,36.5628,26.387877250155,203.06410212766
Mar,280,18.3267639344262,36.5570518518519,26.3986452436866,202.522314893617
Mar,290,18.2713754098361,36.5514444444444,26.4086861228474,202.041812765957
Mar,300,18.2171090163934,36.5457176954733,26.4183153488325,201.738936170213
Mar,310,18.1592221311475,36.5390534979424,26.4280771926277,201.473710638298
Mar,320,18.1012,36.5321119341564,26.4375983065681,201.114153191489
Mar,330,18.0461729508197,36.5251695473251,26.4463232232247,200.856834042553
Mar,340,17.9891204918033,36.5177086419753,26.4551286585273,200.572527659574
Mar,350,17.9325008196721,36.5098748971193,26.4635073403924,200.249072340426
Mar,360,17.8714401639344,36.5009111111111,26.4720651382675,199.929889361702
Mar,370,17.8079032786885,36.4913300411523,26.4807321480261,199.531634042553
Mar,380,17.7376777322404,36.4802670781893,26.4898482360403,198.494492877493
Mar,390,17.6636245901639,36.4684,26.4992287453209,197.787012875536
Mar,400,17.5894844262295,36.4562008230453,26.5082827357659,197.100487179487
Mar,410,17.5083098360656,36.4424773662551,26.5177646311211,196.220111111111
Mar,420,17.4229278688525,36.4278378600823,26.5275392863607,195.296564102564
Mar,430,17.3306557377049,36.4120172839506,26.5379686526256,194.364034188034
Mar,440,17.2315713114754,36.3945481481482,26.5486853863193,193.345572649573
Mar,450,17.1235327868852,36.3753102880658,26.5601118070977,192.128743589744
Mar,460,17.0063032786885,36.3542378600823,26.5720937148217,190.710598290598
Mar,470,16.8815516393443,36.331858436214,26.5847723317297,189.294606837607
Mar,480,16.7513120218579,36.3086791495199,26.5979282074896,187.973373219373
Mar,490,16.6155637295082,36.2847522633745,26.6116870560234,186.719863247863
Mar,500,16.4965478142077,36.2637523415978,26.6236317521021,185.6723490701
Mar,510,16.3850498381877,36.2439260726073,26.6347679653876,185.418485148515
Mar,520,16.2383347368421,36.2180774193548,26.6489640138076,184.338903225806
Mar,530,16.0883663157895,36.1920817204301,26.6637877403857,183.165913978495
Mar,540,15.9336673684211,36.1654043010753,26.6788271291765,181.986086021505
Mar,550,15.7586547368421,36.1354387096774,26.6955772918876,180.880344086022
Mar,560,15.5784336842105,36.1047376344086,26.7127197314912,179.754903225806
Mar,570,15.3964757894737,36.0738795698925,26.7298521571307,178.599634408602
Mar,580,15.2112715789474,36.0427677419355,26.746939076209,177.241698924731
Mar,590,15.0247157894737,36.0114322580645,26.7639515416602,175.90911827957
Mar,600,14.8180859649123,35.9772437275986,26.7829707374488,174.418161290323
Mar,610,14.6099578947368,35.9433913978495,26.8023873846739,173.104774193548
Mar,620,14.4094315789474,35.9115784946237,26.8208383131548,171.973677419355
Mar,630,14.2042315789474,35.8793139784946,26.8394973549146,170.580322580645
Mar,640,14.0043347368421,35.848135483871,26.8577734197724,169.219505376344
Mar,650,13.8143578947368,35.8188408602151,26.8748677121406,167.813290322581
Mar,660,13.6087284210526,35.7871741935484,26.8932402149765,166.313397849462
Mar,670,13.3949368421053,35.7545849462366,26.9121260780649,164.867376344086
Mar,680,13.1761645614035,35.7223863799283,26.9316949035299,163.429318996416
Mar,690,12.9571484210526,35.6909989247312,26.9517368340129,162.039134408602
Mar,700,12.7327821052632,35.6589917562724,26.9718974210325,160.592125448029
Mar,710,12.49964,35.6265505376344,26.9929197827804,159.363311827957
Mar,720,12.2714273684211,35.5956602150538,27.0131844040376,158.252795698925
Mar,730,12.037,35.5641462365591,27.0341147190259,156.956215053763
Mar,740,11.8076821052632,35.533952688172,27.0544178919424,155.820580645161
Mar,750,11.5683115789474,35.502823655914,27.0754627602264,154.650924731183
Mar,760,11.3362210526316,35.4736989247312,27.0961467511091,153.957182795699
Mar,770,11.1111368421053,35.4468086021505,27.1166357111317,153.49247311828
Mar,780,10.8634750877193,35.4178910394265,27.1391768333129,153.158623655914
