year,month,prob,prediction,non_eddy,cyclonic,anticyclonic,mode_water,depth,func,density,salinity,temperature
1990,6,0.998,non_eddy,0.998,0,0.002,0,600,max,0.015578209,0.058966667,0.507904762
1990,6,0.998,non_eddy,0.998,0,0.002,0,600,median,-0.031249576,0.010351984,0.2228
1990,6,0.998,non_eddy,0.998,0,0.002,0,700,min,-0.078864205,-0.061913889,-0.202225
1990,6,0.998,non_eddy,0.998,0,0.002,0,700,max,0.004302039,0.063147222,0.623155159
1990,6,0.998,non_eddy,0.998,0,0.002,0,700,median,-0.034710052,0.010990476,0.295121825
1990,6,0.998,non_eddy,0.998,0,0.002,0,800,min,-0.061103605,-0.048944444,-0.280171429
1990,6,0.998,non_eddy,0.998,0,0.002,0,800,max,0.025178065,0.040477778,0.466609524
1990,6,0.998,non_eddy,0.998,0,0.002,0,800,median,-0.027902346,-0.001157143,0.158354762
1990,6,0.998,non_eddy,0.998,0,0.002,0,900,min,-0.033041863,-0.034044444,-0.374209524
1990,6,0.998,non_eddy,0.998,0,0.002,0,900,max,0.033618787,0.008088889,0.298342857
1990,6,0.998,non_eddy,0.998,0,0.002,0,900,median,-0.001461196,-0.016780952,0.026590476
1990,7,1,non_eddy,1,0,0,0,400,min,-0.05349812,-0.023658163,-0.083209372
1990,7,1,non_eddy,1,0,0,0,400,max,0.001065258,0.065253571,0.360164286
1990,7,1,non_eddy,1,0,0,0,400,median,-0.021128751,0.017038592,0.151403009
1990,7,1,non_eddy,1,0,0,0,500,min,-0.069952954,-0.032192738,-0.129337358
1990,7,1,non_eddy,1,0,0,0,500,max,0.013748655,0.093561172,0.506377778
1990,7,1,non_eddy,1,0,0,0,500,median,-0.02140052,0.03205131,0.211865276
1990,7,1,non_eddy,1,0,0,0,600,min,-0.0489098,-0.05314881,-0.328751984
1990,7,1,non_eddy,1,0,0,0,600,max,0.053343121,0.131162302,0.72663254
1990,7,1,non_eddy,1,0,0,0,600,median,-0.00023434,0.038419048,0.160419444
1990,7,1,non_eddy,1,0,0,0,700,min,-0.041291758,-0.00857381,-0.255507937
1990,7,1,non_eddy,1,0,0,0,700,max,0.063328623,0.153112302,0.799073016
1990,7,1,non_eddy,1,0,0,0,700,median,0.006404435,0.070379464,0.249415873
1990,7,1,non_eddy,1,0,0,0,800,min,-0.032918825,-0.079361905,-0.841157143
1990,7,1,non_eddy,1,0,0,0,800,max,0.088844761,0.106238095,0.757535714
1990,7,1,non_eddy,1,0,0,0,800,median,0.026181911,0.008519048,-0.037957143
1990,7,1,non_eddy,1,0,0,0,900,min,-0.049737782,-0.035128571,-0.623257143
1990,7,1,non_eddy,1,0,0,0,900,max,0.07748617,0.051566667,0.452714286
1990,7,1,non_eddy,1,0,0,0,900,median,0.028841408,-0.006614286,-0.18527619
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,400,min,-0.007004193,-0.079271429,-0.368737143
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,400,max,0.03128058,-0.036090238,-0.064284286
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,400,median,0.016965454,-0.061319524,-0.274822857
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,500,min,-0.021341492,-0.122789841,-0.612905595
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,500,max,0.049076033,-0.004783274,0.07012256
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,500,median,0.02885102,-0.072332341,-0.343984702
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,600,min,-0.011902409,-0.129653175,-0.588021429
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,600,max,0.0539175,-0.020979365,-0.030411905
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,600,median,0.030674459,-0.07657381,-0.397731746
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,700,min,-0.027170085,-0.067309524,-0.545307143
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,700,max,0.050967279,0.058060317,0.417264286
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,700,median,0.024665644,-0.018846032,-0.170510317
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,800,min,-0.025073651,-0.012895238,-0.22232381
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,800,max,0.037217963,0.080057143,0.672890476
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,800,median,0.008833204,0.02822381,0.091990476
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,900,min,-0.025041424,-0.050066667,-0.506652381
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,900,max,0.041177333,-0.000880952,0.195309524
1990,9,0.992,non_eddy,0.992,0.004,0.004,0,900,median,0.01621082,-0.025552381,-0.249666667
1990,10,0.992,non_eddy,0.992,0.008,0,0,400,min,-0.015071029,-0.067887143,-0.372779048
1990,10,0.992,non_eddy,0.992,0.008,0,0,400,max,0.038436229,-0.01407381,-0.039500476
1990,10,0.992,non_eddy,0.992,0.008,0,0,400,median,0.010554754,-0.041277143,-0.1765975
1990,10,0.992,non_eddy,0.992,0.008,0,0,500,min,-0.007653202,-0.110791667,-0.711085238
1990,10,0.992,non_eddy,0.992,0.008,0,0,500,max,0.068660951,0.001579881,0.094565816
1990,10,0.992,non_eddy,0.992,0.008,0,0,500,median,0.023978549,-0.05754,-0.288125417
1990,10,0.992,non_eddy,0.992,0.008,0,0,600,min,-0.010052922,-0.182200794,-0.941968254
1990,10,0.992,non_eddy,0.992,0.008,0,0,600,max,0.101465634,0.016156349,0.064480159
1990,10,0.992,non_eddy,0.992,0.008,0,0,600,median,0.038559918,-0.094952381,-0.437720635
1990,10,0.992,non_eddy,0.992,0.008,0,0,700,min,-0.002638207,-0.176294444,-0.999862698
1990,10,0.992,non_eddy,0.992,0.008,0,0,700,max,0.108994931,-0.001907143,0.211618254
1990,10,0.992,non_eddy,0.992,0.008,0,0,700,median,0.043252874,-0.095731349,-0.570936508
1990,10,0.992,non_eddy,0.992,0.008,0,0,800,min,-0.029619392,-0.128590476,-1.011580952
1990,10,0.992,non_eddy,0.992,0.008,0,0,800,max,0.07671217,0.036490476,0.261309524
1990,10,0.992,non_eddy,0.992,0.008,0,0,800,median,0.028307907,-0.07407619,-0.429321429
1990,10,0.992,non_eddy,0.992,0.008,0,0,900,min,-0.020470543,-0.115852381,-1.041452381
1990,10,0.992,non_eddy,0.992,0.008,0,0,900,max,0.081848408,-0.002257143,0.009866667
1990,10,0.992,non_eddy,0.992,0.008,0,0,900,median,0.032986389,-0.070666667,-0.51522381
1990,11,1,non_eddy,1,0,0,0,400,min,-0.042828492,-0.02633,-0.14572
1990,11,1,non_eddy,1,0,0,0,400,max,0.000468984,0.067292381,0.390391429
1990,11,1,non_eddy,1,0,0,0,400,median,-0.018977101,0.018013929,0.149044286
1990,11,1,non_eddy,1,0,0,0,500,min,-0.035148889,-0.075779405,-0.349352778
1990,11,1,non_eddy,1,0,0,0,500,max,0.044359664,0.086217063,0.329018929
1990,11,1,non_eddy,1,0,0,0,500,median,-0.002206905,0.004601567,0.022239861
1990,11,1,non_eddy,1,0,0,0,600,min,-0.035653832,-0.133047619,-0.800385714
1990,11,1,non_eddy,1,0,0,0,600,max,0.072065571,0.06207381,0.311928571
1990,11,1,non_eddy,1,0,0,0,600,median,0.015362358,-0.023047619,-0.16817619
1990,11,1,non_eddy,1,0,0,0,700,min,-0.049553816,-0.101307937,-0.725854762
1990,11,1,non_eddy,1,0,0,0,700,max,0.068365556,0.078130952,0.551906349
1990,11,1,non_eddy,1,0,0,0,700,median,0.003409575,-0.013119841,-0.099747619
1990,11,1,non_eddy,1,0,0,0,800,min,-0.058505513,-0.080261905,-0.643242857
1990,11,1,non_eddy,1,0,0,0,800,max,0.045091466,0.089857143,0.658766667
1990,11,1,non_eddy,1,0,0,0,800,median,-0.013856461,-0.007219048,0.065742857
1990,11,1,non_eddy,1,0,0,0,900,min,-0.046879925,-0.052757143,-0.540442857
1990,11,1,non_eddy,1,0,0,0,900,max,0.063203623,0.049114286,0.533790476
1990,11,1,non_eddy,1,0,0,0,900,median,0.003999955,-0.009402381,-0.069371429
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,400,min,-0.020052893,-0.058231973,-0.30879619
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,400,max,0.027677116,0.047472789,0.198108571
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,400,median,0.000165831,-0.003359524,-0.039967619
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,500,min,-0.019922806,-0.132005556,-0.736627338
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,500,max,0.060389761,0.050675714,0.257387483
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,500,median,0.014060324,-0.027972619,-0.168940306
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,600,min,-0.025924313,-0.149361905,-0.863847619
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,600,max,0.085064171,0.08317619,0.43617381
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,600,median,0.020948591,-0.01132381,-0.083497619
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,700,min,-0.038194872,-0.075230952,-0.65697619
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,700,max,0.062661674,0.113454762,0.660521429
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,700,median,0.012031608,0.024121429,0.0715
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,800,min,-0.076790055,0.003028571,-0.153214286
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,800,max,0.035720683,0.1768,1.096514286
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,800,median,-0.019214554,0.094542857,0.5152
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,900,min,-0.087452123,0.032314286,0.029771429
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,900,max,0.009584859,0.100814286,1.0367
1990,12,0.978,non_eddy,0.978,0,0.02,0.002,900,median,-0.033352977,0.059585714,0.565928571
1991,1,0.944,anticyclonic,0.056,0,0.944,0,400,min,-0.060904112,0.01871746,0.166896825
1991,1,0.944,anticyclonic,0.056,0,0.944,0,400,max,-0.012834266,0.104474286,0.565795714
1991,1,0.944,anticyclonic,0.056,0,0.944,0,400,median,-0.037538111,0.061070873,0.350888571
1991,1,0.944,anticyclonic,0.056,0,0.944,0,500,min,-0.105337157,0.076675463,0.412557143
1991,1,0.944,anticyclonic,0.056,0,0.944,0,500,max,-0.043359173,0.196140952,1.190879524
1991,1,0.944,anticyclonic,0.056,0,0.944,0,500,median,-0.074494048,0.134132857,0.767172976
1991,1,0.944,anticyclonic,0.056,0,0.944,0,600,min,-0.113718687,0.102497619,0.560195238
1991,1,0.944,anticyclonic,0.056,0,0.944,0,600,max,-0.056000491,0.200854762,1.270945238
1991,1,0.944,anticyclonic,0.056,0,0.944,0,600,median,-0.090932786,0.160916667,1.026938095
1991,1,0.944,anticyclonic,0.056,0,0.944,0,700,min,-0.15411557,0.165947619,1.091845238
1991,1,0.944,anticyclonic,0.056,0,0.944,0,700,max,-0.084269991,0.252349206,1.859614286
1991,1,0.944,anticyclonic,0.056,0,0.944,0,700,median,-0.130462577,0.2241,1.547961905
1991,1,0.944,anticyclonic,0.056,0,0.944,0,800,min,-0.169800546,0.149161905,1.2347
1991,1,0.944,anticyclonic,0.056,0,0.944,0,800,max,-0.10039782,0.228,1.907814286
1991,1,0.944,anticyclonic,0.056,0,0.944,0,800,median,-0.141536076,0.193342857,1.600271429
1991,1,0.944,anticyclonic,0.056,0,0.944,0,900,min,-0.141154266,0.055457143,0.860771429
1991,1,0.944,anticyclonic,0.056,0,0.944,0,900,max,-0.092295393,0.095957143,1.368742857
1991,1,0.944,anticyclonic,0.056,0,0.944,0,900,median,-0.121037947,0.072771429,1.169885714
1991,3,1,non_eddy,1,0,0,0,400,min,-0.038491726,-0.033888124,-0.214927582
1991,3,1,non_eddy,1,0,0,0,400,max,0.023671778,0.020297619,0.133250649
1991,3,1,non_eddy,1,0,0,0,400,median,-0.002430454,-0.007740322,-0.015778942
1991,3,1,non_eddy,1,0,0,0,500,min,-0.014784539,-0.087040945,-0.504075356
1991,3,1,non_eddy,1,0,0,0,500,max,0.045710675,0.020103401,0.19372381
1991,3,1,non_eddy,1,0,0,0,500,median,0.017787684,-0.043330401,-0.203892347
1991,3,1,non_eddy,1,0,0,0,600,min,-0.042990411,-0.116242063,-0.67177619
1991,3,1,non_eddy,1,0,0,0,600,max,0.055642312,0.079976984,0.340746032
1991,3,1,non_eddy,1,0,0,0,600,median,0.016609986,-0.04950873,-0.265412698
1991,3,1,non_eddy,1,0,0,0,700,min,-0.048989936,-0.14972381,-0.803259524
1991,3,1,non_eddy,1,0,0,0,700,max,0.084547695,0.053590476,0.375376984
1991,3,1,non_eddy,1,0,0,0,700,median,0.023669463,-0.062185714,-0.376861905
1991,3,1,non_eddy,1,0,0,0,800,min,-0.046042256,-0.098671429,-0.866804762
1991,3,1,non_eddy,1,0,0,0,800,max,0.060282929,0.0693,0.538357143
1991,3,1,non_eddy,1,0,0,0,800,median,0.021174743,-0.046857143,-0.34272381
1991,3,1,non_eddy,1,0,0,0,900,min,-0.034390922,-0.086385714,-1.028742857
1991,3,1,non_eddy,1,0,0,0,900,max,0.081436794,0.004480952,0.261857143
1991,3,1,non_eddy,1,0,0,0,900,median,0.031369171,-0.049633333,-0.46167619
1991,4,0.99,anticyclonic,0.01,0,0.99,0,400,min,-0.107914786,0.022874626,0.250809694
1991,4,0.99,anticyclonic,0.01,0,0.99,0,400,max,-0.045191446,0.112293333,0.796931905
1991,4,0.99,anticyclonic,0.01,0,0.99,0,400,median,-0.070762321,0.052757721,0.413878027
1991,4,0.99,anticyclonic,0.01,0,0.99,0,500,min,-0.136100251,0.073660876,0.403402611
1991,4,0.99,anticyclonic,0.01,0,0.99,0,500,max,-0.043806381,0.216721964,1.18639127
1991,4,0.99,anticyclonic,0.01,0,0.99,0,500,median,-0.070045112,0.128215,0.710502381
1991,4,0.99,anticyclonic,0.01,0,0.99,0,600,min,-0.169932423,0.147234762,0.749946508
1991,4,0.99,anticyclonic,0.01,0,0.99,0,600,max,-0.07628283,0.290784762,1.718732222
1991,4,0.99,anticyclonic,0.01,0,0.99,0,600,median,-0.10587124,0.219738929,1.219605238
1991,4,0.99,anticyclonic,0.01,0,0.99,0,700,min,-0.157774341,0.148941429,0.915726667
1991,4,0.99,anticyclonic,0.01,0,0.99,0,700,max,-0.067213659,0.29571881,1.82163619
1991,4,0.99,anticyclonic,0.01,0,0.99,0,700,median,-0.114919336,0.208974167,1.314214762
1991,4,0.99,anticyclonic,0.01,0,0.99,0,800,min,-0.158498808,0.110722857,0.963742857
1991,4,0.99,anticyclonic,0.01,0,0.99,0,800,max,-0.082932568,0.224844286,1.78935
1991,4,0.99,anticyclonic,0.01,0,0.99,0,800,median,-0.116250861,0.159301429,1.341596429
1991,4,0.99,anticyclonic,0.01,0,0.99,0,900,min,-0.142820744,0.044254286,0.556645714
1991,4,0.99,anticyclonic,0.01,0,0.99,0,900,max,-0.056889118,0.088647143,1.250088571
1991,4,0.99,anticyclonic,0.01,0,0.99,0,900,median,-0.091161787,0.068611429,0.882017143
1991,6,0.998,non_eddy,0.998,0.002,0,0,400,min,,,-0.123622857
1991,6,0.998,non_eddy,0.998,0.002,0,0,400,max,,,0.187280952
1991,6,0.998,non_eddy,0.998,0.002,0,0,400,median,,,0.047760476
1991,6,0.998,non_eddy,0.998,0.002,0,0,500,min,,,-0.511439206
1991,6,0.998,non_eddy,0.998,0.002,0,0,500,max,,,0.038912302
1991,6,0.998,non_eddy,0.998,0.002,0,0,500,median,,,-0.189727937
1991,6,0.998,non_eddy,0.998,0.002,0,0,600,min,,,-0.630133333
1991,6,0.998,non_eddy,0.998,0.002,0,0,600,max,,,0.135922789
1991,6,0.998,non_eddy,0.998,0.002,0,0,600,median,,,-0.176559524
1991,6,0.998,non_eddy,0.998,0.002,0,0,700,min,,,-0.753019048
1991,6,0.998,non_eddy,0.998,0.002,0,0,700,max,,,0.047298016
1991,6,0.998,non_eddy,0.998,0.002,0,0,700,median,,,-0.27379246
1991,6,0.998,non_eddy,0.998,0.002,0,0,800,min,,,-0.47917619
1991,6,0.998,non_eddy,0.998,0.002,0,0,800,max,,,0.305514286
1991,6,0.998,non_eddy,0.998,0.002,0,0,800,median,,,-0.083252381
1991,6,0.998,non_eddy,0.998,0.002,0,0,900,min,,,-0.692393197
1991,6,0.998,non_eddy,0.998,0.002,0,0,900,max,,,-0.093428571
1991,6,0.998,non_eddy,0.998,0.002,0,0,900,median,,,-0.383514286
1991,7,1,non_eddy,1,0,0,0,400,min,-0.057051826,-0.02101787,-0.083013401
1991,7,1,non_eddy,1,0,0,0,400,max,-0.000293492,0.064725,0.35770641
1991,7,1,non_eddy,1,0,0,0,400,median,-0.023947786,0.021391156,0.150632347
1991,7,1,non_eddy,1,0,0,0,500,min,-0.057140975,-0.058635119,-0.299816525
1991,7,1,non_eddy,1,0,0,0,500,max,0.0175796,0.078981369,0.467521484
1991,7,1,non_eddy,1,0,0,0,500,median,-0.013592035,0.01514,0.124938039
1991,7,1,non_eddy,1,0,0,0,600,min,-0.06781595,-0.032444048,-0.314874603
1991,7,1,non_eddy,1,0,0,0,600,max,0.026740856,0.139286111,0.701918254
1991,7,1,non_eddy,1,0,0,0,600,median,-0.015149411,0.035612897,0.206509524
1991,7,1,non_eddy,1,0,0,0,700,min,-0.067403528,-0.048249206,-0.271296825
1991,7,1,non_eddy,1,0,0,0,700,max,0.02181047,0.10125496,0.737793651
1991,7,1,non_eddy,1,0,0,0,700,median,-0.021436146,0.012199405,0.184703175
1991,7,1,non_eddy,1,0,0,0,800,min,-0.080914613,-0.10962381,-0.916285714
1991,7,1,non_eddy,1,0,0,0,800,max,0.05528256,0.075890476,0.859745238
1991,7,1,non_eddy,1,0,0,0,800,median,-0.006703482,-0.020080952,0.064203571
1991,7,1,non_eddy,1,0,0,0,900,min,-0.059998921,-0.075528571,-0.694971429
1991,7,1,non_eddy,1,0,0,0,900,max,0.061447022,0.005061905,0.39887619
1991,7,1,non_eddy,1,0,0,0,900,median,0.006259587,-0.048028571,-0.230371429
1991,8,1,non_eddy,1,0,0,0,400,min,-0.011597658,-0.069258503,-0.261134694
1991,8,1,non_eddy,1,0,0,0,400,max,0.023979719,-0.001699524,0.023693333
1991,8,1,non_eddy,1,0,0,0,400,median,0.012172829,-0.030173333,-0.132033333
1991,8,1,non_eddy,1,0,0,0,500,min,-0.004833914,-0.092827679,-0.392708177
1991,8,1,non_eddy,1,0,0,0,500,max,0.046280571,0.036320454,0.171829575
1991,8,1,non_eddy,1,0,0,0,500,median,0.014703008,-0.017226091,-0.107367619
1991,8,1,non_eddy,1,0,0,0,600,min,-0.015086343,-0.088992857,-0.51404127
1991,8,1,non_eddy,1,0,0,0,600,max,0.042759542,0.041719264,0.256644805
1991,8,1,non_eddy,1,0,0,0,600,median,0.008319994,-0.007104654,-0.070709343
1991,8,1,non_eddy,1,0,0,0,700,min,-0.0267832,-0.090242857,-0.355406349
1991,8,1,non_eddy,1,0,0,0,700,max,0.03142338,0.061239177,0.468684416
1991,8,1,non_eddy,1,0,0,0,700,median,-0.003111098,0.000177273,0.079627273
1991,8,1,non_eddy,1,0,0,0,800,min,-0.03908291,-0.117104762,-0.687814286
1991,8,1,non_eddy,1,0,0,0,800,max,0.029749225,0.012128571,0.355885714
1991,8,1,non_eddy,1,0,0,0,800,median,-0.005089314,-0.039890476,-0.159835714
1991,8,1,non_eddy,1,0,0,0,900,min,-0.025247809,-0.063080952,-0.578814286
1991,8,1,non_eddy,1,0,0,0,900,max,0.04750649,-0.003842857,0.1201
1991,8,1,non_eddy,1,0,0,0,900,median,0.008449118,-0.037880952,-0.212628571
1991,9,1,non_eddy,1,0,0,0,400,min,-0.026806228,-0.041791429,-0.18014
1991,9,1,non_eddy,1,0,0,0,400,max,0.018341286,0.014433571,0.120029048
1991,9,1,non_eddy,1,0,0,0,400,median,0.003249932,-0.015491905,-0.067205238
1991,9,1,non_eddy,1,0,0,0,500,min,-0.007295623,-0.109689841,-0.587005278
1991,9,1,non_eddy,1,0,0,0,500,max,0.050774826,0.009757679,-0.045571131
1991,9,1,non_eddy,1,0,0,0,500,median,0.033883383,-0.058144683,-0.346912421
1991,9,1,non_eddy,1,0,0,0,600,min,-0.012373664,-0.088144444,-0.554662698
1991,9,1,non_eddy,1,0,0,0,600,max,0.054773791,0.054689683,0.226515079
1991,9,1,non_eddy,1,0,0,0,600,median,0.030129466,-0.031361111,-0.23495
1991,9,1,non_eddy,1,0,0,0,700,min,-0.027729682,-0.074088889,-0.437762698
1991,9,1,non_eddy,1,0,0,0,700,max,0.043493694,0.052834921,0.34262619
1991,9,1,non_eddy,1,0,0,0,700,median,0.011163581,-0.030250794,-0.202936508
1991,9,1,non_eddy,1,0,0,0,800,min,-0.024051558,-0.093180952,-0.64482381
1991,9,1,non_eddy,1,0,0,0,800,max,0.039154325,0.020957143,0.302280952
1991,9,1,non_eddy,1,0,0,0,800,median,0.016475079,-0.041311905,-0.279352381
1991,9,1,non_eddy,1,0,0,0,900,min,-0.011410774,-0.060409524,-0.578395238
1991,9,1,non_eddy,1,0,0,0,900,max,0.056059098,-0.013238095,0.123857143
1991,9,1,non_eddy,1,0,0,0,900,median,0.025434713,-0.030871429,-0.28177381
1991,10,0.546,cyclonic,0.546,0.454,0,0,400,min,0.001426004,-0.079224762,-0.409967619
1991,10,0.546,cyclonic,0.546,0.454,0,0,400,max,0.051929458,-0.027880952,-0.068547925
1991,10,0.546,cyclonic,0.546,0.454,0,0,400,median,0.02500329,-0.0554,-0.266824762
1991,10,0.546,cyclonic,0.546,0.454,0,0,500,min,0.01741739,-0.183477202,-1.073767857
1991,10,0.546,cyclonic,0.546,0.454,0,0,500,max,0.109483958,-0.028997738,-0.373058807
1991,10,0.546,cyclonic,0.546,0.454,0,0,500,median,0.064436453,-0.114019702,-0.648051786
1991,10,0.546,cyclonic,0.546,0.454,0,0,600,min,0.029987823,-0.203965079,-1.334063492
1991,10,0.546,cyclonic,0.546,0.454,0,0,600,max,0.148262552,-0.010546032,-0.379255238
1991,10,0.546,cyclonic,0.546,0.454,0,0,600,median,0.097228593,-0.137444444,-0.837140873
1991,10,0.546,cyclonic,0.546,0.454,0,0,700,min,0.014128885,-0.252365873,-1.71546746
1991,10,0.546,cyclonic,0.546,0.454,0,0,700,max,0.13603552,-0.036793651,-0.169836508
1991,10,0.546,cyclonic,0.546,0.454,0,0,700,median,0.093595128,-0.148221429,-1.032705556
1991,10,0.546,cyclonic,0.546,0.454,0,0,800,min,0.013168342,-0.20907619,-1.590814286
1991,10,0.546,cyclonic,0.546,0.454,0,0,800,max,0.129233992,-0.061414286,-0.250528571
1991,10,0.546,cyclonic,0.546,0.454,0,0,800,median,0.073181647,-0.151971429,-1.098016667
1991,10,0.546,cyclonic,0.546,0.454,0,0,900,min,0.024585316,-0.157209524,-1.593409524
1991,10,0.546,cyclonic,0.546,0.454,0,0,900,max,0.134123882,-0.045214286,-0.199661905
1991,10,0.546,cyclonic,0.546,0.454,0,0,900,median,0.080547521,-0.111314286,-0.980295238
1991,11,0.766,cyclonic,0.234,0.766,0,0,400,min,0.021528274,-0.129857381,-0.679155714
1991,11,0.766,cyclonic,0.234,0.766,0,0,400,max,0.074059859,-0.061357619,-0.34845381
1991,11,0.766,cyclonic,0.234,0.766,0,0,400,median,0.048406244,-0.089319524,-0.471538095
1991,11,0.766,cyclonic,0.234,0.766,0,0,500,min,0.055033009,-0.214397262,-1.285971825
1991,11,0.766,cyclonic,0.234,0.766,0,0,500,max,0.1320615,-0.070040675,-0.467012421
1991,11,0.766,cyclonic,0.234,0.766,0,0,500,median,0.095001804,-0.136502024,-0.836557063
1991,11,0.766,cyclonic,0.234,0.766,0,0,600,min,0.079112246,-0.276278571,-1.903477778
1991,11,0.766,cyclonic,0.234,0.766,0,0,600,max,0.192228505,-0.134607143,-0.686609524
1991,11,0.766,cyclonic,0.234,0.766,0,0,600,median,0.140336383,-0.209227381,-1.341757143
1991,11,0.766,cyclonic,0.234,0.766,0,0,700,min,0.045158855,-0.222607937,-1.596628571
1991,11,0.766,cyclonic,0.234,0.766,0,0,700,max,0.150898973,-0.064516667,-0.33324127
1991,11,0.766,cyclonic,0.234,0.766,0,0,700,median,0.101462144,-0.135572222,-1.040079365
1991,11,0.766,cyclonic,0.234,0.766,0,0,800,min,0.043372248,-0.228357143,-1.889157143
1991,11,0.766,cyclonic,0.234,0.766,0,0,800,max,0.155384066,-0.057542857,-0.422785714
1991,11,0.766,cyclonic,0.234,0.766,0,0,800,median,0.105991557,-0.148740476,-1.321152381
1991,11,0.766,cyclonic,0.234,0.766,0,0,900,min,0.031426383,-0.139042857,-1.643061905
1991,11,0.766,cyclonic,0.234,0.766,0,0,900,max,0.152580234,-0.037257143,-0.46492381
1991,11,0.766,cyclonic,0.234,0.766,0,0,900,median,0.097144887,-0.090311905,-1.097495238
1991,12,0.998,non_eddy,0.998,0,0.002,0,400,min,-0.053621288,-0.040622449,-0.023898571
1991,12,0.998,non_eddy,0.998,0,0.002,0,400,max,-0.008242056,0.073306122,0.415765714
1991,12,0.998,non_eddy,0.998,0,0.002,0,400,median,-0.02631085,0.025169048,0.218908571
1991,12,0.998,non_eddy,0.998,0,0.002,0,500,min,-0.05662116,-0.099457143,-0.455110615
1991,12,0.998,non_eddy,0.998,0,0.002,0,500,max,0.024870355,0.11159,0.72483
1991,12,0.998,non_eddy,0.998,0,0.002,0,500,median,-0.012649766,0.023691587,0.132832721
1991,12,0.998,non_eddy,0.998,0,0.002,0,600,min,-0.05953469,-0.077080952,-0.563554762
1991,12,0.998,non_eddy,0.998,0,0.002,0,600,max,0.071308666,0.147235714,0.77837619
1991,12,0.998,non_eddy,0.998,0,0.002,0,600,median,-0.000979676,0.051029762,0.144497619
1991,12,0.998,non_eddy,0.998,0,0.002,0,700,min,-0.050041132,-0.078866667,-0.408754762
1991,12,0.998,non_eddy,0.998,0,0.002,0,700,max,0.072301952,0.124561905,0.851297619
1991,12,0.998,non_eddy,0.998,0,0.002,0,700,median,0.001882881,0.034463095,0.204359524
1991,12,0.998,non_eddy,0.998,0,0.002,0,800,min,-0.065847423,-0.015428571,-0.291214286
1991,12,0.998,non_eddy,0.998,0,0.002,0,800,max,0.050128423,0.135114286,1.079785714
1991,12,0.998,non_eddy,0.998,0,0.002,0,800,median,-0.018159701,0.067614286,0.421585714
1991,12,0.998,non_eddy,0.998,0,0.002,0,900,min,-0.081242147,-0.013771429,-0.099447619
1991,12,0.998,non_eddy,0.998,0,0.002,0,900,max,0.011393171,0.0634,0.871914286
1991,12,0.998,non_eddy,0.998,0,0.002,0,900,median,-0.042507653,0.018257143,0.415471429
1992,1,0.994,non_eddy,0.994,0,0.006,0,400,min,-0.075682073,0.009616421,0.15839
1992,1,0.994,non_eddy,0.994,0,0.006,0,400,max,-0.023995917,0.09326,0.553124286
1992,1,0.994,non_eddy,0.994,0,0.006,0,400,median,-0.047752703,0.054742857,0.415173442
1992,1,0.994,non_eddy,0.994,0,0.006,0,500,min,-0.108603215,0.040092368,0.200197583
1992,1,0.994,non_eddy,0.994,0,0.006,0,500,max,-0.036508023,0.175249881,1.002889444
1992,1,0.994,non_eddy,0.994,0,0.006,0,500,median,-0.062939767,0.115040833,0.646336591
1992,3,0.964,non_eddy,0.964,0.034,0.002,0,400,min,-0.001408022,-0.104540322,-0.554413553
1992,3,0.964,non_eddy,0.964,0.034,0.002,0,400,max,0.074882387,-0.043591837,-0.186234609
1992,3,0.964,non_eddy,0.964,0.034,0.002,0,400,median,0.035547549,-0.074437508,-0.384933281
