type,longitude,latitude,amplitude,effective_radius,speed_average,distance,n
anticyclonic,-64.1560233877455,31.6939135351625,0.0839215332036785,0.773935098276179,0.198684174271436,0.602722426333164,58
cyclonic,-64.141680434227,31.5083125828514,0.0826653549412381,0.744240275078667,0.205702854974115,0.600364486810587,57
