type,date,year,month,day,observation_number,track,latitude,longitude,amplitude,speed_average,effective_radius,lat_origin,long_origin
anticyclonic,1994-03-09,1994,3,9.5,432.5,2157,29.2896458307902,-72.9670054117839,0.0565444444444445,0.181727777777778,0.648439843984399,32.1688461303711,-54.6073608398438
anticyclonic,1993-01-17,1993,1,17,14,2566,31.9718412859686,-61.298069394868,0.0487103448275862,0.151431034482759,0.715835376641112,32.0052223205566,-60.8463439941406
anticyclonic,1993-02-14,1993,2,14.5,42.5,2566,32.0567697797503,-61.7732936314174,0.0712964285714286,0.183992857142857,0.79043975826154,32.0052223205566,-60.8463439941406
anticyclonic,1993-03-03,1993,3,3,59,2566,31.7245662689209,-61.8841491699219,0.0554,0.18384,0.846174617461746,32.0052223205566,-60.8463439941406
anticyclonic,1993-01-11,1993,1,11,6,2757,35.3306999206543,-58.7315579927885,0.0754692307692308,0.226230769230769,0.992764661081493,35.3941917419434,-58.6441650390625
anticyclonic,1993-01-19,1993,1,19.5,11.5,2941,31.4914328257243,-66.5763041178386,0.0161958333333333,0.087025,0.40288403840384,31.5414352416992,-66.0166320800781
anticyclonic,1993-02-14,1993,2,14.5,37.5,2941,31.2189587865557,-67.3130242483957,0.0685857142857143,0.145596428571429,0.887826282628263,31.5414352416992,-66.0166320800781
anticyclonic,1993-03-16,1993,3,16,67,2941,30.9044252211048,-67.936512608682,0.0421967741935484,0.13591935483871,0.618739293284167,31.5414352416992,-66.0166320800781
anticyclonic,1993-04-03,1993,4,3.5,85.5,2941,30.39768187205,-68.4973704020182,0.02395,0.119383333333333,0.400615061506151,31.5414352416992,-66.0166320800781
anticyclonic,1993-01-16,1993,1,16,8,2982,34.6973814122817,-65.4572520536535,0.0256882352941176,0.124917647058824,0.428310478106634,34.7247200012207,-65.1764831542969
anticyclonic,1993-01-20,1993,1,20,11,3062,35.0257800558339,-61.1147925335428,0.0196826086956522,0.127378260869565,0.374672249833679,35.0749397277832,-61.2869873046875
anticyclonic,1993-02-04,1993,2,4.5,26.5,3062,35.0191812515259,-61.6872863769531,0.0171,0.0919625,0.393789378937894,35.0749397277832,-61.2869873046875
anticyclonic,1993-01-20,1993,1,20,11,3084,29.5828521562659,-58.446521261464,0.0222695652173913,0.0969347826086957,0.59077212069033,29.6096611022949,-57.7415161132813
anticyclonic,1993-02-14,1993,2,14.5,36.5,3084,29.662319796426,-60.0618351527623,0.0431035714285714,0.126396428571429,0.654108267969654,29.6096611022949,-57.7415161132813
anticyclonic,1993-03-16,1993,3,16,66,3084,29.7004395146524,-61.2347933861517,0.0404774193548387,0.15431935483871,0.649139107459133,29.6096611022949,-57.7415161132813
anticyclonic,1993-04-05,1993,4,5.5,86.5,3084,29.8210123062134,-62.0906677246094,0.02949,0.15877,0.407425742574258,29.6096611022949,-57.7415161132813
anticyclonic,1993-02-15,1993,2,15.5,32.5,3462,33.8851060133714,-54.4955632136418,0.0598653846153846,0.146157692307692,0.704043481271204,33.3445587158203,-53.8883666992188
anticyclonic,1993-03-16,1993,3,16,61,3462,33.8421267847861,-55.3864116053428,0.094541935483871,0.17431935483871,0.989024708922505,33.3445587158203,-53.8883666992188
anticyclonic,1993-04-08,1993,4,8,84,3462,33.8797251383464,-56.9460164388021,0.0443933333333333,0.12866,0.694569456945695,33.3445587158203,-53.8883666992188
anticyclonic,1993-01-22,1993,1,22.5,5.5,3669,28.5345463752747,-73.3598175048828,0.0249833333333333,0.138641666666667,0.510538553855386,28.1764869689941,-73.1533203125
anticyclonic,1993-01-24,1993,1,24,7,3681,28.5448004404704,-71.0115681966146,0.02576,0.11636,0.466516651665167,28.4827117919922,-70.5653686523438
anticyclonic,1993-02-14,1993,2,14.5,28.5,3681,28.9402172224862,-71.9473419189453,0.0476071428571429,0.146867857142857,0.695833869101196,28.4827117919922,-70.5653686523438
anticyclonic,1993-03-05,1993,3,5,47,3681,28.8046228620741,-72.4455973307292,0.0227666666666667,0.126322222222222,0.423392339233923,28.4827117919922,-70.5653686523438
anticyclonic,1993-01-24,1993,1,24.5,6.5,3750,28.4466086796352,-54.9456590924944,0.0376428571428571,0.100028571428571,0.709174488877459,28.3395500183106,-54.7022705078125
anticyclonic,1993-02-14,1993,2,14.5,27.5,3750,28.1677079200745,-55.6971817016602,0.0245678571428571,0.0941928571428572,0.586601517294587,28.3395500183106,-54.7022705078125
anticyclonic,1993-03-08,1993,3,8.5,49.5,3750,28.0304132699966,-56.311845779419,0.0239875,0.10815,0.434405940594059,28.3395500183106,-54.7022705078125
anticyclonic,1993-01-25,1993,1,25,6,3819,31.7520696199857,-58.0383911132813,0.0309384615384615,0.132084615384615,0.518694177110019,31.6425838470459,-58.1396179199219
anticyclonic,1993-02-02,1993,2,2.5,14.5,3819,31.8565692901611,-57.8666839599609,0.0082,0.078525,0.322682268226823,31.6425838470459,-58.1396179199219
anticyclonic,1993-01-25,1993,1,25.5,5.5,3878,30.7531485557556,-69.7982228597005,0.0207416666666667,0.114858333333333,0.446557155715572,30.8417415618897,-69.5629577636719
anticyclonic,1993-02-14,1993,2,14.5,25.5,3878,30.358156476702,-70.0523801531111,0.0490142857142857,0.152992857142857,0.631863186318632,30.8417415618897,-69.5629577636719
anticyclonic,1993-03-16,1993,3,16,55,3878,29.5598873015373,-70.5961224955897,0.0347354838709677,0.140251612903226,0.580601608547952,30.8417415618897,-69.5629577636719
anticyclonic,1993-04-05,1993,4,5.5,75.5,3878,28.9226625442505,-71.302978515625,0.02944,0.12622,0.512511251125113,30.8417415618897,-69.5629577636719
anticyclonic,1993-01-25,1993,1,25.5,5.5,3888,28.3931174278259,-64.7224833170573,0.0125333333333333,0.0858666666666667,0.472847284728473,28.5458393096924,-64.5653991699219
anticyclonic,1993-02-12,1993,2,12.5,23.5,3888,28.0150818824768,-65.2544263203939,0.0461458333333333,0.137433333333333,0.828607860786079,28.5458393096924,-64.5653991699219
anticyclonic,1993-01-26,1993,1,26,5,3973,35.2677151073109,-72.6949684836648,0.0219,0.291681818181818,0.373701006464283,35.0962219238281,-72.8714904785156
anticyclonic,1993-02-04,1993,2,4.5,14.5,3973,35.6321940422058,-72.1294631958008,0.0591,0.340925,0.611048604860486,35.0962219238281,-72.8714904785156
anticyclonic,1993-01-27,1993,1,27,4,4111,34.8120918273926,-59.6059027777778,0.0220888888888889,0.154044444444444,0.393439343934393,35.1487579345703,-59.1616516113281
anticyclonic,1993-02-06,1993,2,6.5,14.5,4111,34.0193859736125,-60.3566741943359,0.026875,0.127666666666667,0.520852085208521,35.1487579345703,-59.1616516113281
anticyclonic,1993-01-30,1993,1,30,1,4562,35.5772069295247,-57.8166809082031,0.0261666666666667,0.175,0.320732073207321,35.6474723815918,-57.7865295410156
anticyclonic,1993-02-05,1993,2,5,7,4562,35.3354157341851,-58.2717658148872,0.0459666666666667,0.203866666666667,0.417291729172917,35.6474723815918,-57.7865295410156
anticyclonic,1993-02-10,1993,2,10,7,4937,34.3543169657389,-68.2790812174479,0.0147733333333333,0.125506666666667,0.314101410141014,34.5414695739746,-67.7723083496094
anticyclonic,1993-02-16,1993,2,16,12,5011,29.6245388031006,-73.2518957519531,0.039432,0.201864,0.437677767776778,29.6978492736816,-72.8992919921875
anticyclonic,1993-03-03,1993,3,3,27,5011,29.3627376556397,-73.9160705566406,0.03716,0.21642,0.404320432043204,29.6978492736816,-72.8992919921875
anticyclonic,1993-02-16,1993,2,16,12,5016,34.3641825866699,-65.1253210449219,0.045244,0.159168,0.630603060306031,34.5012969970703,-64.7443542480469
anticyclonic,1993-03-12,1993,3,12,36,5016,34.2318473484205,-66.5528644064198,0.038795652173913,0.188308695652174,0.418600555707745,34.5012969970703,-64.7443542480469
anticyclonic,1993-02-18,1993,2,18.5,9.5,5415,29.9018283843994,-64.6519653320313,0.023265,0.117885,0.43942394239424,29.7916679382324,-64.6349182128906
anticyclonic,1993-03-06,1993,3,6.5,25.5,5415,30.125190893809,-64.7691319783529,0.03395,0.169425,0.383363336333633,29.7916679382324,-64.6349182128906
anticyclonic,1993-02-20,1993,2,20,8,5633,28.2531733793371,-59.2551915785846,0.0127411764705882,0.0843235294117647,0.43852914703235,28.5798625946045,-58.9775390625
anticyclonic,1993-03-16,1993,3,16,32,5633,28.1549506648894,-59.6810647287677,0.0202967741935484,0.0942516129032258,0.4543276908336,28.5798625946045,-58.9775390625
anticyclonic,1993-04-15,1993,4,15.5,62.5,5633,28.0470630009969,-60.3101745605469,0.0174266666666667,0.0984433333333333,0.423642364236424,28.5798625946045,-58.9775390625
anticyclonic,1993-05-16,1993,5,16,93,5633,28.2230939557475,-61.6644109910534,0.0100612903225806,0.0708064516129032,0.359382712464795,28.5798625946045,-58.9775390625
anticyclonic,1993-06-01,1993,6,1.5,109.5,5633,28.5732145309448,-62.4967498779297,0.00585,0.05415,0.323807380738074,28.5798625946045,-58.9775390625
anticyclonic,1993-03-05,1993,3,5,16,6005,27.7858486175537,-72.1122741699219,0.0169333333333333,0.107033333333333,0.431743174317432,27.4760513305664,-71.3590087890625
anticyclonic,1993-02-21,1993,2,21,4,6029,35.5752495659722,-59.6894395616319,0.0477777777777778,0.191722222222222,0.474197419741974,35.5846252441406,-59.4206237792969
anticyclonic,1993-02-21,1993,2,21.5,4.5,6033,35.5349143981934,-61.8170379638672,0.05576,0.20785,0.618046804680468,35.5789413452148,-61.5708923339844
