year,month,depth,func,density,oxygen,salinity,temperature
1988,11,600,mean,0.037120620112876,10.4780664799254,-0.040647083333342,-0.244609935332167
1988,11,700,min,-0.0200790223915774,10.074357142857,-0.115490476190494,-0.668577777777758
1988,11,700,max,0.0793659591511258,18.7793095238095,0.0895547619047505,0.347469841269856
1988,11,700,median,0.0294258145626074,13.9181944444443,-0.0308793650793859,-0.166368253968237
1988,11,700,mean,0.0284564308786429,14.1800777588813,-0.0302389915966527,-0.171410422642934
1988,11,800,min,-0.0254701377921656,8.91028571428572,-0.103304761904759,-0.786866666666667
1988,11,800,max,0.0829471130404187,15.1105238095238,0.0814142857142883,0.725547619047619
1988,11,800,median,0.0279112106693624,11.8203809523809,-0.00250476190475979,-0.164211904761904
1988,11,800,mean,0.0281180712303551,12.092793040293,-0.00360775510203999,-0.167312732919255
1988,11,900,min,-0.0484336135930299,5.07828571428573,-0.0509809523809537,-0.961466666666666
1988,11,900,max,0.0896084181043193,19.7391428571429,0.0453285714285698,0.386738095238096
1988,11,900,median,0.0316577828825935,13.0595,-0.0190142857142916,-0.188947619047619
1988,11,900,mean,0.0282981389299781,13.0296544401544,-0.0130974182444098,-0.18289246031746
1988,11,1000,min,-0.0517617534184147,0.961357142857139,-0.0195440476190427,-0.622842857142857
1988,11,1000,max,0.0479861024923309,21.1582142857143,0.0250464285714287,0.3994
1988,11,1000,median,0.0122318459684809,11.9032142857143,-0.000524999999996112,-0.112728571428571
1988,11,1000,mean,0.00997772051545894,12.2909008746356,-0.000248344280239194,-0.0880633156966487
1988,12,100,min,-0.157006431770348,-7.64364285714288,-0.133496190476194,-0.654865306122449
1988,12,100,max,0.0665025818013056,-3.38529387755102,-0.0532272108843586,0.179098095238096
1988,12,100,median,-0.0217609774179444,-5.01398197278913,-0.0943086394557859,-0.111614557823129
1988,12,100,mean,-0.0287101758117632,-5.06877793263648,-0.0937802597402627,-0.137318156595972
1988,12,200,min,0.010217782553493,-21.9107918367347,-0.0624476190476244,-0.451610476190474
1988,12,200,max,0.079060916966899,-18.0533428571429,-0.0351602040816346,-0.142784285714285
1988,12,200,median,0.0415193468234545,-20.0606965986395,-0.0472387755102091,-0.317519999999998
1988,12,200,mean,0.0410706364547353,-19.9891792091837,-0.0477482255552853,-0.303497702361843
1988,12,300,min,0.0138625238731294,-21.0325571428571,-0.104869387755109,-0.526478503401361
1988,12,300,max,0.0539028778361299,-15.4464619047619,-0.0676361904761933,-0.308233333333334
1988,12,300,median,0.0342299147629426,-18.6822142857143,-0.0808436734693885,-0.399795918367349
1988,12,300,mean,0.0351428737479337,-18.5342176181865,-0.0831810285066445,-0.397108396501459
1988,12,400,min,0.0344569448494809,-29.0672952380952,-0.153957142857145,-0.760253333333331
1988,12,400,max,0.0727762595197028,-19.0444863945578,-0.0878438775510233,-0.436342857142854
1988,12,400,median,0.0497895780820254,-23.1961761904762,-0.122450000000001,-0.595077142857141
1988,12,400,mean,0.0503652810068207,-23.3083982418942,-0.12245509082754,-0.58827394889663
1988,12,500,min,0.0364146583558949,-26.2214183673469,-0.240712698412693,-1.26191547619048
1988,12,500,max,0.102971039219739,-13.8733857142857,-0.0909242857142871,-0.460326802721086
1988,12,500,median,0.0695941523295005,-19.2574298185941,-0.164391904761903,-0.81318006802721
1988,12,500,mean,0.0705144441667444,-19.043887050846,-0.163643038548751,-0.816253319633407
1988,12,600,min,0.0125668557478491,-16.2576904761905,-0.273880952380921,-1.28849761904764
1988,12,600,max,0.120045425915443,-4.99159523809522,-0.0478904761904531,-0.201240476190501
1988,12,600,median,0.0533823370069761,-10.297261904762,-0.133835714285688,-0.718395238095265
1988,12,600,mean,0.0549747911021392,-10.4061252976191,-0.133831663929915,-0.718305192197387
1988,12,700,min,0.00585662838707179,-13.1533571428571,-0.210080952380949,-1.32544047619048
1988,12,700,max,0.115835643684427,-1.80095238095242,-0.0240095238095037,-0.155261904761908
1988,12,700,median,0.0545376340883195,-6.88814285714282,-0.105988095238082,-0.715159523809529
1988,12,700,mean,0.0535416711870196,-7.41248197278911,-0.10197368082367,-0.711143333333337
1988,12,800,min,-0.0135716607309782,-8.48928571428573,-0.122985714285718,-1.17974285714286
1988,12,800,max,0.101316285057923,0.377142857142843,0.0169142857142859,0.146485714285715
1988,12,800,median,0.0345487803830515,-4.79535714285716,-0.0569428571428574,-0.413335714285713
1988,12,800,mean,0.0327222448388684,-4.87864982578398,-0.0546701863354056,-0.413586974789915
1988,12,900,min,-0.0495674736802449,-11.6077142857143,-0.06305714285714,-0.563585714285713
1988,12,900,max,0.0393272402654929,-3.59485714285714,0.0152142857142863,0.472142857142858
1988,12,900,median,0.00074990833726396,-8.45285714285714,-0.0237428571428566,-0.0841428571428562
1988,12,900,mean,-0.000411984748077829,-8.10740630797774,-0.022499014778322,-0.084344821428571
1988,12,1000,min,-0.0486134989809592,-15.0471428571429,-0.0331571428571422,-0.300785714285714
1988,12,1000,max,0.01345109909537,-4.517,0.00952857142857511,0.341871428571428
1988,12,1000,median,-0.0123420801642666,-9.30514285714287,-0.0118428571428524,0.0337714285714279
1988,12,1000,mean,-0.0142328482621543,-9.64256040564374,-0.0107967582417545,0.0514543083900226
1989,1,100,min,-0.173935135737313,3.77964285714288,-0.0638128571428567,-0.103350000000003
1989,1,100,max,0.0090980630435098,6.36821428571429,0.0175071428571485,0.562922857142855
1989,1,100,median,-0.0795405931844826,5.17894285714286,-0.019409999999997,0.285342857142854
1989,1,100,mean,-0.0788288129571072,5.22940590476191,-0.0175519047619017,0.246811759834367
1989,1,200,min,-0.0500086548619798,0.264585714285715,-0.0484999999999971,-0.236314285714286
1989,1,200,max,0.0330895948344505,4.98398571428572,-0.0071985714285745,0.147790000000001
1989,1,200,median,-0.011955683034909,1.87775714285715,-0.0289021428571417,-0.0527621428571443
1989,1,200,mean,-0.0119450107202023,2.14926848072564,-0.0289365800865794,-0.0492672991071433
1989,1,300,min,-0.0312244306413731,1.41389999999998,-0.0475714285714233,-0.225857142857141
1989,1,300,max,0.0159920493596779,7.01047142857144,-0.0136299999999991,0.0836314285714295
1989,1,300,median,-0.00978465792076477,4.31068571428571,-0.0298792857142836,-0.0484685714285682
1989,1,300,mean,-0.00842650558407608,4.39412906403941,-0.0286907619047594,-0.0433631262939944
1989,1,400,min,-0.0313720722282476,-3.28244285714285,-0.0416785714285695,-0.250981428571428
1989,1,400,max,0.0133541689236587,4.70604285714285,0.0243457142857153,0.251412857142856
1989,1,400,median,-0.0117041438364733,0.435771428571414,-0.010625714285716,-0.00159785714285654
1989,1,400,mean,-0.00897810661918029,0.422916602316595,-0.0116649698189131,-0.0190806277056269
1989,1,500,min,-0.0232217000127442,1.32064404761903,-0.0470128571428532,-0.457227619047622
1989,1,500,max,0.0473060438710817,6.34752738095239,0.0477641666666671,0.224380357142856
1989,1,500,median,0.00492894021908974,3.4516119047619,-0.0012467857142866,-0.0571573809523827
1989,1,500,mean,0.00487581384827561,3.6068568548387,-0.00275000780639765,-0.0613956573498974
1989,1,600,min,-0.0303166642166346,9.87955555555558,-0.0344500000000281,-0.235338095238093
1989,1,600,max,0.0262431609602238,15.7507142857144,0.0686571428571128,0.460107142857142
1989,1,600,median,-0.0120121918118841,13.2964642857143,0.0349142857142581,0.156804761904764
1989,1,600,mean,-0.00637857582087309,12.982251953602,0.0245272630385186,0.103383635432669
1989,1,700,min,-0.0545501925341938,13.9646666666667,0.00156666666665473,-0.0271666666666714
1989,1,700,max,0.0060218841118278,20.9429523809525,0.0818380952380977,0.689238095238085
1989,1,700,median,-0.027589801932514,17.1655238095239,0.0516071428571401,0.457857142857136
1989,1,700,mean,-0.0254069716288955,17.0779936507937,0.0478166522366531,0.415461959325386
1989,1,800,min,-0.0805361239334914,7.70071428571427,0.054700000000004,0.397157142857143
1989,1,800,max,-0.016129675654355,13.1264285714286,0.130128571428578,1.07
1989,1,800,median,-0.0446112828210765,10.4075714285714,0.0889571428571472,0.840614285714286
1989,1,800,mean,-0.0456065475272725,10.5495664596273,0.0893406349206408,0.783263937728937
1989,1,900,min,-0.0661566619097016,-3.34899999999999,0.0274166666666673,0.258266666666668
1989,1,900,max,-0.0171237678526772,2.57528571428574,0.061242857142858,0.820857142857145
1989,1,900,median,-0.0398260807786315,-0.390428571428572,0.0417000000000023,0.50207142857143
1989,1,900,mean,-0.0396209946280701,-0.703610766045535,0.0420838888888897,0.497360146520148
1989,1,1000,min,-0.070518624199174,-3.65771428571429,-0.0037428571428535,0.193557142857143
1989,1,1000,max,-0.0300252482318193,3.85633333333331,0.0190285714285778,0.600528571428572
1989,1,1000,median,-0.0461656464859743,1.06814285714285,0.00255714285714603,0.401185714285715
1989,1,1000,mean,-0.0489112596064533,0.655388988095224,0.00416849816850127,0.38891543417367
1989,2,100,min,0.0334582279565794,12.9575333333333,-0.0667442857142859,-0.845992857142857
1989,2,100,max,0.197786493603317,17.0361761904762,-0.0113411111111148,-0.199352063492064
1989,2,100,median,0.109805380249838,15.6850126984127,-0.0418133333333373,-0.548552857142855
1989,2,100,mean,0.117837561190696,15.2410162343528,-0.0404118056676555,-0.557444596035944
1989,2,200,min,-0.131825733745043,24.2508390022676,0.0070679591836722,0.295979365079365
1989,2,200,max,-0.0668374769092601,30.6236961451247,0.0363318518518554,0.608139259259257
1989,2,200,median,-0.106640079700036,27.7134818594104,0.0232593877551039,0.461887029478456
1989,2,200,mean,-0.104298110177249,27.5948289099564,0.0231301566394893,0.453727046989165
1989,2,300,min,-0.129433413954239,23.4028333333333,0.0104219047619054,0.453243809523812
1989,2,300,max,-0.0960113656986721,29.2175183673469,0.0371600000000072,0.617532244897962
1989,2,300,median,-0.11604944805528,25.7227904761905,0.0270546258503437,0.548567959183675
1989,2,300,mean,-0.115761553144706,25.8415212992799,0.0266132906813554,0.548317984304835
1989,2,400,min,-0.0813581857099557,20.3376666666667,0.0208321088435355,0.320942743764171
1989,2,400,max,-0.054169002061478,24.9043571428571,0.0561673469387785,0.483907142857142
1989,2,400,median,-0.0647491727793081,22.3079642857143,0.0420957142857148,0.403074784580497
1989,2,400,mean,-0.0643338627369889,22.5601941391941,0.0420371719505429,0.399601629777513
1989,2,500,min,-0.0963585453022588,25.3083309523809,0.0858409297052134,0.491562811791386
1989,2,500,max,-0.0468510718282005,32.0678852040817,0.18710047619048,0.989765714285717
1989,2,500,median,-0.0664753948398182,28.7883345238095,0.149347755102042,0.777675753968257
1989,2,500,mean,-0.0679764501916817,29.0182422998759,0.14400777041202,0.747654014013437
1989,2,600,min,-0.145476806639756,16.1573571428571,0.145502380952394,0.871447619047642
1989,2,600,max,-0.0599840280604944,22.762619047619,0.276950000000006,1.42096507936508
1989,2,600,median,-0.0897379050538856,19.6880595238095,0.222338095238101,1.21769365079365
1989,2,600,mean,-0.0954827690878333,19.4879329761905,0.217075258358668,1.18152292295781
1989,2,700,min,-0.147715358639186,16.0557142857142,0.153579761904759,1.12132976190479
1989,2,700,max,-0.0712859249409767,20.2783809523808,0.259217857142858,1.57600476190479
1989,2,700,median,-0.0901939420383684,17.5814761904761,0.219465476190472,1.34689642857146
1989,2,700,mean,-0.0957925533885924,17.7690519999999,0.216737878510374,1.34451759597641
1989,2,800,min,-0.130879980042014,-6.32028571428572,0.0783428571428573,0.791333333333334
1989,2,800,max,-0.0739064360953421,-2.38828571428573,0.156866666666666,1.287
1989,2,800,median,-0.0989375027961668,-4.83228571428575,0.123842857142858,1.09947380952381
1989,2,800,mean,-0.101283060828692,-4.75257631917634,0.12382893374741,1.09433133597884
1989,2,900,min,-0.0778960492656999,-11.585,-0.0426190476190484,0.0318619047619038
1989,2,900,max,-0.0317404969277071,-6.53157142857143,-0.00616190476190326,0.42987619047619
1989,2,900,median,-0.0515612695925078,-9.56871428571429,-0.0249309523809487,0.233573809523809
1989,2,900,mean,-0.0524995596780467,-9.431001010101,-0.0242273249299686,0.238326541353383
1989,2,1000,min,-0.0322143520696159,-9.75957142857143,-0.0473130952380956,-0.268030952380953
1989,2,1000,max,0.00154596429206322,-1.90770238095237,-0.0292702380952363,0.0536499999999993
1989,2,1000,median,-0.0163271852886275,-6.23446428571428,-0.0391285714285701,-0.123092857142858
1989,2,1000,mean,-0.0167346613601035,-6.22926958616779,-0.039476203703701,-0.118537258852259
1989,3,100,min,-0.118295208892476,12.0317482993197,-0.116542671614098,-0.219566666666669
1989,3,100,max,-0.0315131687821015,17.953037414966,-0.0494763450834839,0.187744619666049
1989,3,100,median,-0.0662880542852875,14.4571258503402,-0.083774737167591,0.0184701298701278
1989,3,100,mean,-0.0656389961477689,14.5850027862209,-0.083555558697978,0.0193432789726428
1989,3,200,min,-0.135507342551968,16.9538571428571,-0.056386982065554,0.120654112554114
1989,3,200,max,-0.0493656138437473,24.8123605442177,-0.0180111317254159,0.374351391465677
1989,3,200,median,-0.0933941120489514,21.1028367346939,-0.0402670841063681,0.231778231292516
1989,3,200,mean,-0.0933348550967261,20.9052130452181,-0.0380605047069332,0.239140348087287
1989,3,300,min,-0.0883694683295495,10.316880952381,-0.0409166666666678,-0.118171768707484
1989,3,300,max,-0.012923743823464,16.6397380952381,-0.0253948979591812,0.30782142857143
1989,3,300,median,-0.0438053835594801,13.0433095238095,-0.0301025974025961,0.104645578231292
1989,3,300,mean,-0.0490032298565231,13.151734145271,-0.0301167522953219,0.127235504432077
1989,3,400,min,-0.104638688560733,4.47635374149658,-0.0351489795918383,0.087264254792828
1989,3,400,max,-0.051664682711543,9.88481972789114,0.0128168212739581,0.461508843537416
1989,3,400,median,-0.0714321157767337,6.9712193877551,-0.0128237322201663,0.242430581323438
1989,3,400,mean,-0.0730542672693191,6.98387658576944,-0.0116372812306781,0.252597599464029
1989,3,500,min,-0.132783891348016,1.36523015873016,0.0231581349206351,0.318060358688928
1989,3,500,max,-0.0570427439706158,10.3942582199547,0.141553061224492,0.944038095238096
1989,3,500,median,-0.0882272736777843,5.6280145975057,0.0729170634920635,0.646807653061227
1989,3,500,mean,-0.0920067445981007,5.71053592012203,0.078596331502296,0.649860700733717
1989,3,600,min,-0.128929198167128,-4.34431746031748,0.015757142857133,0.275442857142865
1989,3,600,max,-0.0497617927178844,9.57328571428573,0.153202380952393,1.2826507936508
1989,3,600,median,-0.083096781056927,-1.39015079365082,0.0700531746031814,0.569669841269841
1989,3,600,mean,-0.080460565263038,-0.344083241048372,0.0704989729225097,0.610299417319675
1989,3,700,min,-0.137481048780963,-5.30152380952416,-0.0177523809523947,0.101354761904799
1989,3,700,max,-0.0316812177050068,6.43047619047587,0.13294285714283,1.30696428571433
1989,3,700,median,-0.0654537902351855,-1.07871428571465,0.0290952380952163,0.508861904761943
1989,3,700,mean,-0.0674799340676211,-0.802988936989278,0.0373327447832815,0.527524509803957
1989,3,800,min,-0.122629889887165,-7.61414285714284,-0.0387142857142848,-0.0273000000000003
1989,3,800,max,-0.0208529920901945,-3.32247619047618,0.100242857142852,1.17862857142857
1989,3,800,median,-0.0493374723442734,-5.68069047619046,0.00774999999999793,0.281947619047619
1989,3,800,mean,-0.0557278247378349,-5.633070861678,0.0124177083333329,0.368731533101045
1989,3,900,min,-0.0858881963488649,-14.2765714285714,-0.104271428571423,-0.523999999999999
1989,3,900,max,0.0133135481660567,-5.64076190476192,-0.00223333333332931,0.454571428571429
1989,3,900,median,-0.0272219906476892,-8.63590476190478,-0.0656666666666652,-0.152771428571429
1989,3,900,mean,-0.0297376242005034,-9.28920186335405,-0.0655433928571401,-0.120984253968253
1989,3,1000,min,-0.0706657290911466,-6.81742857142857,-0.0480285714285742,-0.284509523809524
1989,3,1000,max,0.00684781637418297,9.33600000000001,-0.000238095238096037,0.490033333333334
1989,3,1000,median,-0.0203911038596374,3.622,-0.0309809523809506,0.00891904761904794
1989,3,1000,mean,-0.0238081025845365,3.423472303207,-0.0286716006884685,0.0246144032921815
1989,4,100,min,-0.0610164431846876,14.7070081632653,-0.10375761904762,-0.446095646258506
1989,4,100,max,0.0839953394180526,22.1487578231292,-0.0252953061224517,0.112851190476189
1989,4,100,median,-0.00639435906755104,19.5623904761905,-0.0670738775510245,-0.163557942176874
1989,4,100,mean,-0.00534359759937825,18.7387589317208,-0.0644141283024855,-0.156138142779842
1989,4,200,min,-0.023504337379233,3.55019999999999,-0.0677307482993186,-0.390955034013608
1989,4,200,max,0.0490234758377817,8.92709387755102,-0.0259739795918392,-0.0236359863945594
1989,4,200,median,0.011788604602387,6.08452857142856,-0.0504692176870805,-0.205081224489796
1989,4,200,mean,0.0144299920741517,6.29279695832355,-0.0497941047759339,-0.213254190022677
1989,4,300,min,0.00589692278713727,-3.32543163265308,-0.0967236734693913,-0.487900884353739
1989,4,300,max,0.0542624550451336,5.66820068027209,-0.0459748299319784,-0.0957521088435342
1989,4,300,median,0.0331914737464523,0.285942176870748,-0.0747679251700717,-0.348266190476188
1989,4,300,mean,0.0329183883218071,0.272404150424201,-0.0736424003887323,-0.338375174275894
1989,4,400,min,0.0191533034757896,-9.45373197278911,-0.143011088435379,-0.782280306122448
1989,4,400,max,0.0836736025062947,0.211142517006806,-0.0635900000000049,-0.183809591836734
1989,4,400,median,0.0655919017309365,-6.41497363945578,-0.125742517006806,-0.639380187074831
1989,4,400,mean,0.0611461741047728,-5.8848801398337,-0.117731548205491,-0.597339642470626
1989,4,500,min,0.0246690743579521,-13.7242020408163,-0.246521445578239,-1.25344369047619
1989,4,500,max,0.108654495663284,-5.44007976190474,-0.112015059523813,-0.537792831632654
1989,4,500,median,0.0917882307132114,-10.1387129251701,-0.200091624149671,-1.05462672619047
1989,4,500,mean,0.08501276939535,-9.85236258430722,-0.190936153978451,-1.01458398005869
1989,4,600,min,0.0422377886539245,-22.8957074074071,-0.301888809523817,-1.6725553968254
1989,4,600,max,0.129990540465126,-13.5456296296293,-0.169301190476197,-0.821219047619028
1989,4,600,median,0.101342374497623,-20.0253555555554,-0.25562452380953,-1.35884547619047
1989,4,600,mean,0.0965457500010781,-19.805471418773,-0.249254758125478,-1.35243400297618
1989,4,700,min,0.0689305638658695,-25.3741888888889,-0.330365952380937,-2.07339904761904
1989,4,700,max,0.152198897268413,-17.1825000000001,-0.223710714285708,-1.07263333333332
1989,4,700,median,0.126194241625662,-22.1289142857143,-0.298896904761893,-1.7791357142857
1989,4,700,mean,0.11997143522223,-21.8246228657229,-0.292997333333323,-1.72862802469135
1989,4,800,min,0.0825053043917023,-8.29576666666665,-0.289018571428564,-2.29186428571429
1989,4,800,max,0.166064685864917,-3.40757142857143,-0.19640714285714,-1.38356428571429
1989,4,800,median,0.137335195257851,-6.51142857142858,-0.257249999999996,-2.04777857142857
1989,4,800,mean,0.135129860973753,-6.36648742004264,-0.253153613445372,-2.02273628571429
1989,4,900,min,0.0878807078661517,8.45233333333334,-0.130870000000002,-1.69582285714286
1989,4,900,max,0.15514097435263,17.9907666666667,-0.0918500000000009,-1.04678571428571
1989,4,900,median,0.134413820200759,15.5514619047619,-0.116807142857148,-1.48685857142857
1989,4,900,mean,0.131781786665213,14.5857642135642,-0.115443914656774,-1.44707991341991
1989,4,1000,min,0.0619744692621929,18.2047222222223,-0.0875404761904619,-1.42205619047619
1989,4,1000,max,0.122832147760878,31.4098444444445,-0.0667919047618923,-0.956442857142857
1989,4,1000,median,0.104715744223833,27.1051111111112,-0.0793919047618914,-1.23462761904762
1989,4,1000,mean,0.101588769295954,26.6266533646323,-0.079364783226713,-1.21775131099353
1989,5,100,min,-0.0496706947696168,-3.78847619047619,-0.0532510204081618,-0.190907142857142
1989,5,100,max,0.0374473527647154,-0.31385714285716,-0.00281428571427966,0.163064761904764
1989,5,100,median,-0.0181262501264623,-1.69606666666667,-0.0384071428571389,-0.0124590476190463
1989,5,100,mean,-0.0125226119876487,-1.74501824605812,-0.0313021825396794,-0.0147079963096344
1989,5,200,min,0.00300388250506956,-6.39080476190478,-0.0536395238095224,-0.354104761904765
1989,5,200,max,0.0520744896425995,-1.26292857142857,-0.0143871428571458,-0.0954919047619072
1989,5,200,median,0.0292348446073163,-3.59580714285714,-0.0418014285714321,-0.230426190476191
1989,5,200,mean,0.0284079157798166,-3.74999441609978,-0.0393833847685426,-0.225207747455573
1989,5,300,min,0.016046934516158,-14.4644761904762,-0.0842071428571458,-0.456575782312925
1989,5,300,max,0.0497680652878394,-7.43052380952381,-0.0558183673469443,-0.242850952380952
1989,5,300,median,0.0362023756871075,-10.271119047619,-0.0709864285714339,-0.374173809523811
1989,5,300,mean,0.0331732833486711,-10.4147357929566,-0.0708560209946081,-0.36323845557617
1989,5,400,min,0.0444911513403135,-13.312,-0.113527142857144,-0.76914857142857
1989,5,400,max,0.08831048063821,-4.62741904761904,-0.0691064625850331,-0.339007482993196
1989,5,400,median,0.0667868367166769,-9.57887142857142,-0.0956219047619022,-0.564792857142855
1989,5,400,mean,0.0649047140512964,-9.51036433632976,-0.0960321712018136,-0.564593827988337
1989,5,500,min,0.05797223277591,-15.1875003968254,-0.222129166666669,-1.32894666666667
1989,5,500,max,0.136859351106757,-9.47395039682539,-0.124322619047625,-0.706798027210887
1989,5,500,median,0.102214308246893,-11.7836384920635,-0.175880059523809,-0.961243095238096
1989,5,500,mean,0.103890196710345,-12.1748148911564,-0.173003906746033,-0.989713457637602
1989,5,600,min,0.0774098566408625,-8.07466666666679,-0.270823809523819,-1.64443095238095
1989,5,600,max,0.155230502699784,0.128142857142848,-0.139840476190471,-0.75454285714285
1989,5,600,median,0.119001221138831,-3.82437896825401,-0.201027380952379,-1.2439619047619
1989,5,600,mean,0.120807784071961,-3.82030795304239,-0.204991019668738,-1.25292165421724
1989,5,700,min,0.116994819655815,-12.7710238095235,-0.291504761904761,-2.18503809523809
1989,5,700,max,0.193227414527435,-3.39533333333307,-0.156123809523812,-1.05660714285714
1989,5,700,median,0.150671226695899,-8.17057142857107,-0.217197619047617,-1.61099999999999
1989,5,700,mean,0.150797328984669,-8.33609032822137,-0.224326049933861,-1.6379021329365
1989,5,800,min,0.14087374532258,-1.41785714285714,-0.251171428571425,-2.31755714285714
1989,5,800,max,0.208098247131371,4.33314285714286,-0.137442857142851,-1.48527142857143
